warning: only one CPU, which may conceal locking bugs
098142 LEAD S5 appendEntries ends, peerTerm6 myCurrentTerm6 myRole[Leader]
098144 LOG1 S2 Handle AppendEntries, LeaderId5 Term6 CurrentTerm6 role=[Follower]
098144 LOG1 S2 Return AppendEntries, LeaderId5 Term6 CurrentTerm6 role=[Follower]
098149 LEAD S5 appendEntries ends, peerTerm6 myCurrentTerm6 myRole[Leader]
098186 LOG1 S4 Handle AppendEntries, LeaderId5 Term6 CurrentTerm6 role=[Follower]
098187 LOG1 S4 Return AppendEntries, LeaderId5 Term6 CurrentTerm6 role=[Follower]
098189 LEAD S5 appendEntries ends, peerTerm6 myCurrentTerm6 myRole[Leader]
098240 TIMR S3 Leader, checking heartbeats
098360 VOTE S1 did not got majortity votes election faild
098711 TIMR S5 Leader, checking heartbeats
098716 LOG1 S0 Handle AppendEntries, LeaderId5 Term6 CurrentTerm6 role=[Follower]
098716 LOG1 S0 Return AppendEntries, LeaderId5 Term6 CurrentTerm6 role=[Follower]
098717 LEAD S5 appendEntries ends, peerTerm6 myCurrentTerm6 myRole[Leader]
098719 LOG1 S1 Handle AppendEntries, LeaderId5 Term6 CurrentTerm6 role=[Follower]
098719 LOG1 S1 Return AppendEntries, LeaderId5 Term6 CurrentTerm6 role=[Follower]
098720 LEAD S5 appendEntries ends, peerTerm6 myCurrentTerm6 myRole[Leader]
098722 LOG1 S2 Handle AppendEntries, LeaderId5 Term6 CurrentTerm6 role=[Follower]
098722 LOG1 S2 Return AppendEntries, LeaderId5 Term6 CurrentTerm6 role=[Follower]
098723 LEAD S5 appendEntries ends, peerTerm6 myCurrentTerm6 myRole[Leader]
098737 LOG1 S4 Handle AppendEntries, LeaderId5 Term6 CurrentTerm6 role=[Follower]
098737 LOG1 S4 Return AppendEntries, LeaderId5 Term6 CurrentTerm6 role=[Follower]
098758 LEAD S5 appendEntries ends, peerTerm6 myCurrentTerm6 myRole[Leader]
098843 TIMR S3 Leader, checking heartbeats
099051 VOTE S4 did not got majortity votes election faild
099151 VOTE S4 did not got majortity votes election faild
099275 TIMR S5 Leader, checking heartbeats
099280 LOG1 S0 Handle AppendEntries, LeaderId5 Term6 CurrentTerm6 role=[Follower]
099280 LOG1 S0 Return AppendEntries, LeaderId5 Term6 CurrentTerm6 role=[Follower]
099281 LEAD S5 appendEntries ends, peerTerm6 myCurrentTerm6 myRole[Leader]
099282 LOG1 S1 Handle AppendEntries, LeaderId5 Term6 CurrentTerm6 role=[Follower]
099283 LOG1 S1 Return AppendEntries, LeaderId5 Term6 CurrentTerm6 role=[Follower]
099283 LEAD S5 appendEntries ends, peerTerm6 myCurrentTerm6 myRole[Leader]
099285 LOG1 S2 Handle AppendEntries, LeaderId5 Term6 CurrentTerm6 role=[Follower]
099285 LOG1 S2 Return AppendEntries, LeaderId5 Term6 CurrentTerm6 role=[Follower]
099286 LEAD S5 appendEntries ends, peerTerm6 myCurrentTerm6 myRole[Leader]
099288 LOG1 S4 Handle AppendEntries, LeaderId5 Term6 CurrentTerm6 role=[Follower]
099288 LOG1 S4 Return AppendEntries, LeaderId5 Term6 CurrentTerm6 role=[Follower]
099352 LEAD S5 appendEntries ends, peerTerm6 myCurrentTerm6 myRole[Leader]
099380 TIMR S3 Leader, checking heartbeats
099791 TIMR S5 Leader, checking heartbeats
099795 LOG1 S0 Handle AppendEntries, LeaderId5 Term6 CurrentTerm6 role=[Follower]
099795 LOG1 S0 Return AppendEntries, LeaderId5 Term6 CurrentTerm6 role=[Follower]
099797 LEAD S5 appendEntries ends, peerTerm6 myCurrentTerm6 myRole[Leader]
099799 LOG1 S1 Handle AppendEntries, LeaderId5 Term6 CurrentTerm6 role=[Follower]
099799 LOG1 S1 Return AppendEntries, LeaderId5 Term6 CurrentTerm6 role=[Follower]
099801 LEAD S5 appendEntries ends, peerTerm6 myCurrentTerm6 myRole[Leader]
099802 LOG1 S2 Handle AppendEntries, LeaderId5 Term6 CurrentTerm6 role=[Follower]
099802 LOG1 S2 Return AppendEntries, LeaderId5 Term6 CurrentTerm6 role=[Follower]
099814 LOG1 S4 Handle AppendEntries, LeaderId5 Term6 CurrentTerm6 role=[Follower]
099815 LOG1 S4 Return AppendEntries, LeaderId5 Term6 CurrentTerm6 role=[Follower]
099831 LEAD S5 appendEntries ends, peerTerm6 myCurrentTerm6 myRole[Leader]
099832 LEAD S5 appendEntries ends, peerTerm6 myCurrentTerm6 myRole[Leader]
099876 VOTE S0 did not got majortity votes election faild
099893 TIMR S3 Leader, checking heartbeats
100093 CLNT S6 election timeouts restart a new election now - lastAct = 221 ms
100094 INFO S6 new timeouts 160 ms
100095 VOTE S6 send request to S0 for vote
100096 VOTE S6 send request to S1 for vote
100096 VOTE S6 send request to S2 for vote
100096 VOTE S6 send request to S3 for vote
100096 VOTE S6 send request to S4 for vote
100096 VOTE S6 send request to S5 for vote
100099 CLNT S5 Handle RequestVote, CandidatesId6 Term8 CurrentTerm6 LastLogIndex-1 LastLogTerm-1 votedFor5
100099 CLNT S5 voted to S6
100111 CLNT S3 Handle RequestVote, CandidatesId6 Term8 CurrentTerm4 LastLogIndex-1 LastLogTerm-1 votedFor3
100111 CLNT S3 voted to S6
100115 CLNT S2 Handle RequestVote, CandidatesId6 Term8 CurrentTerm6 LastLogIndex-1 LastLogTerm-1 votedFor5
100115 CLNT S2 voted to S6
100116 VOTE S6 got majority votes and becomes Leader Spend 2 millseconds
100117 TIMR S6 Leader, checking heartbeats
100334 LOG1 S2 Handle AppendEntries, LeaderId6 Term8 CurrentTerm8 role=[Follower]
100334 LOG1 S2 Return AppendEntries, LeaderId6 Term8 CurrentTerm8 role=[Follower]
100336 LEAD S6 appendEntries ends, peerTerm8 myCurrentTerm8 myRole[Leader]
100338 LOG1 S1 Handle AppendEntries, LeaderId6 Term8 CurrentTerm6 role=[Follower]
100338 LOG1 S1 Return AppendEntries, LeaderId6 Term8 CurrentTerm8 role=[Follower]
100339 LEAD S6 appendEntries ends, peerTerm8 myCurrentTerm8 myRole[Leader]
100341 LOG1 S3 Handle AppendEntries, LeaderId6 Term8 CurrentTerm8 role=[Follower]
100341 LOG1 S3 Return AppendEntries, LeaderId6 Term8 CurrentTerm8 role=[Follower]
100342 LEAD S6 appendEntries ends, peerTerm8 myCurrentTerm8 myRole[Leader]
100575 CLNT S1 Handle RequestVote, CandidatesId6 Term8 CurrentTerm8 LastLogIndex-1 LastLogTerm-1 votedFor-1
100575 CLNT S1 voted to S6
100640 TIMR S6 Leader, checking heartbeats
100647 LOG1 S1 Handle AppendEntries, LeaderId6 Term8 CurrentTerm8 role=[Follower]
100647 LOG1 S1 Return AppendEntries, LeaderId6 Term8 CurrentTerm8 role=[Follower]
100693 LEAD S6 appendEntries ends, peerTerm8 myCurrentTerm8 myRole[Leader]
100696 LOG1 S2 Handle AppendEntries, LeaderId6 Term8 CurrentTerm8 role=[Follower]
100696 LOG1 S2 Return AppendEntries, LeaderId6 Term8 CurrentTerm8 role=[Follower]
100697 LEAD S6 appendEntries ends, peerTerm8 myCurrentTerm8 myRole[Leader]
100699 LOG1 S3 Handle AppendEntries, LeaderId6 Term8 CurrentTerm8 role=[Follower]
100700 LOG1 S3 Return AppendEntries, LeaderId6 Term8 CurrentTerm8 role=[Follower]
100701 LEAD S6 appendEntries ends, peerTerm8 myCurrentTerm8 myRole[Leader]
102385 TIMR S6 Leader, checking heartbeats
102389 TIMR S0 Follower -> Candidate at time : 1681830237
102389 CLNT S0 election timeouts restart a new election now - lastAct = 259 ms
102390 INFO S0 new timeouts 183 ms
102390 VOTE S0 send request to S1 for vote
102391 VOTE S0 send request to S2 for vote
102391 VOTE S0 send request to S3 for vote
102391 VOTE S0 send request to S4 for vote
102391 VOTE S0 send request to S5 for vote
102391 VOTE S0 send request to S6 for vote
102391 TIMR S4 Follower -> Candidate at time : 1681830237
102391 CLNT S4 election timeouts restart a new election now - lastAct = 257 ms
102391 INFO S4 new timeouts 182 ms
102392 VOTE S4 send request to S0 for vote
102392 VOTE S4 send request to S1 for vote
102392 VOTE S4 send request to S2 for vote
102392 VOTE S4 send request to S3 for vote
102392 VOTE S4 send request to S5 for vote
102392 VOTE S4 send request to S6 for vote
102394 LOG1 S1 Handle AppendEntries, LeaderId6 Term8 CurrentTerm8 role=[Follower]
102394 LOG1 S1 Return AppendEntries, LeaderId6 Term8 CurrentTerm8 role=[Follower]
102396 LEAD S6 appendEntries ends, peerTerm8 myCurrentTerm8 myRole[Leader]
102397 LOG1 S2 Handle AppendEntries, LeaderId6 Term8 CurrentTerm8 role=[Follower]
102397 LOG1 S2 Return AppendEntries, LeaderId6 Term8 CurrentTerm8 role=[Follower]
102398 LEAD S6 appendEntries ends, peerTerm8 myCurrentTerm8 myRole[Leader]
102399 LOG1 S3 Handle AppendEntries, LeaderId6 Term8 CurrentTerm8 role=[Follower]
102400 LOG1 S3 Return AppendEntries, LeaderId6 Term8 CurrentTerm8 role=[Follower]
102400 LEAD S6 appendEntries ends, peerTerm8 myCurrentTerm8 myRole[Leader]
102986 TIMR S6 Leader, checking heartbeats
102993 LOG1 S1 Handle AppendEntries, LeaderId6 Term8 CurrentTerm8 role=[Follower]
102993 LOG1 S1 Return AppendEntries, LeaderId6 Term8 CurrentTerm8 role=[Follower]
102995 LEAD S6 appendEntries ends, peerTerm8 myCurrentTerm8 myRole[Leader]
102996 LOG1 S2 Handle AppendEntries, LeaderId6 Term8 CurrentTerm8 role=[Follower]
102997 LOG1 S2 Return AppendEntries, LeaderId6 Term8 CurrentTerm8 role=[Follower]
102998 LEAD S6 appendEntries ends, peerTerm8 myCurrentTerm8 myRole[Leader]
103000 LOG1 S3 Handle AppendEntries, LeaderId6 Term8 CurrentTerm8 role=[Follower]
103000 LOG1 S3 Return AppendEntries, LeaderId6 Term8 CurrentTerm8 role=[Follower]
103001 LEAD S6 appendEntries ends, peerTerm8 myCurrentTerm8 myRole[Leader]
103572 TIMR S6 Leader, checking heartbeats
103579 LOG1 S1 Handle AppendEntries, LeaderId6 Term8 CurrentTerm8 role=[Follower]
103579 LOG1 S1 Return AppendEntries, LeaderId6 Term8 CurrentTerm8 role=[Follower]
103580 LEAD S6 appendEntries ends, peerTerm8 myCurrentTerm8 myRole[Leader]
103584 LOG1 S3 Handle AppendEntries, LeaderId6 Term8 CurrentTerm8 role=[Follower]
103584 LOG1 S3 Return AppendEntries, LeaderId6 Term8 CurrentTerm8 role=[Follower]
103585 LEAD S6 appendEntries ends, peerTerm8 myCurrentTerm8 myRole[Leader]
103586 LOG1 S2 Handle AppendEntries, LeaderId6 Term8 CurrentTerm8 role=[Follower]
103586 LOG1 S2 Return AppendEntries, LeaderId6 Term8 CurrentTerm8 role=[Follower]
103587 LEAD S6 appendEntries ends, peerTerm8 myCurrentTerm8 myRole[Leader]
104342 TIMR S6 Leader, checking heartbeats
104347 LOG1 S1 Handle AppendEntries, LeaderId6 Term8 CurrentTerm8 role=[Follower]
104348 LOG1 S1 Return AppendEntries, LeaderId6 Term8 CurrentTerm8 role=[Follower]
104349 LEAD S6 appendEntries ends, peerTerm8 myCurrentTerm8 myRole[Leader]
104350 LOG1 S2 Handle AppendEntries, LeaderId6 Term8 CurrentTerm8 role=[Follower]
104350 LOG1 S2 Return AppendEntries, LeaderId6 Term8 CurrentTerm8 role=[Follower]
104353 LEAD S6 appendEntries ends, peerTerm8 myCurrentTerm8 myRole[Leader]
104355 LOG1 S3 Handle AppendEntries, LeaderId6 Term8 CurrentTerm8 role=[Follower]
104355 LOG1 S3 Return AppendEntries, LeaderId6 Term8 CurrentTerm8 role=[Follower]
104356 LEAD S6 appendEntries ends, peerTerm8 myCurrentTerm8 myRole[Leader]
104521 CLNT S4 election timeouts restart a new election now - lastAct = 212 ms
104522 INFO S4 new timeouts 167 ms
104523 VOTE S4 send request to S0 for vote
104523 VOTE S4 send request to S1 for vote
104523 VOTE S4 send request to S2 for vote
104523 VOTE S4 send request to S3 for vote
104524 VOTE S4 send request to S5 for vote
104524 VOTE S4 send request to S6 for vote
104525 CLNT S0 election timeouts restart a new election now - lastAct = 213 ms
104525 INFO S0 new timeouts 296 ms
104525 VOTE S0 send request to S1 for vote
104525 VOTE S0 send request to S2 for vote
104525 VOTE S0 send request to S3 for vote
104525 VOTE S0 send request to S4 for vote
104525 VOTE S0 send request to S5 for vote
104525 VOTE S0 send request to S6 for vote
--- FAIL: TestManyElections2A (3.06s)
    config.go:389: term 8 has 2 (>1) leaders
FAIL
exit status 1
FAIL	6.824/raft	10.592s
